0, 2e-06, 0, 1e-06, 1e-06
100000, 0.025843, 0.02404, 0.024058, 0.024647
200000, 0.048712, 0.048359, 0.048718, 0.0485963
300000, 0.070512, 0.07512, 0.067262, 0.0709647
400000, 0.1023, 0.10806, 0.093373, 0.101244
500000, 0.123795, 0.122205, 0.116251, 0.12075
600000, 0.14958, 0.172201, 0.147461, 0.156414
700000, 0.177058, 0.17986, 0.182574, 0.179831
800000, 0.205519, 0.200588, 0.202864, 0.20299
900000, 0.226009, 0.222012, 0.225031, 0.224351
1000000, 0.246892, 0.260186, 0.261481, 0.256186
