0, 1e-06, 2e-06, 1e-06, 1.33333e-06
100000, 11.7837, 12.094, 11.9283, 11.9353
200000, 49.5368, 46.8527, 47.4447, 47.9447
300000, 112.805, 111.949, 115.957, 113.571
400000, 197.765, 202.58, 206.489, 202.278
500000, 316.516, 332.145, 335.742, 328.134
600000, 482.1, 481.465, 474.632, 479.399
700000, 668.381, 638.174, 645.815, 650.79
800000, 776.727, 771.911, 761.018, 769.885
900000, 994.817, 969.899, 1023.91, 996.21
1000000, 1330.92, 1318.54, 1321.2, 1323.55
